date,mean temperature kelvin,mean temperature deg C,mean temperature uncertainty,fraction of sea-ice-covered ocean
2002-10-16,301.86356,28.713564932537963,0.11344,0.0
2002-10-17,301.83867,28.68866958867341,0.11163,0.0
2002-10-18,301.84469,28.69468938511028,0.11029,0.0
2002-10-19,301.86859,28.71859291253753,0.11034,0.0
2002-10-20,301.87506,28.72505782828864,0.11196,0.0
2002-10-21,301.94538,28.795376121263644,0.11186,0.0
2002-10-22,302.20908,29.05907523686983,0.11118,0.0
2002-10-23,302.2671,29.117103928661265,0.11154,0.0
2002-10-24,302.34738,29.19737663136181,0.11193,0.0
2002-10-25,302.22323,29.07322591585768,0.11323,0.0
2002-10-26,302.14441,28.99441116491778,0.11237,0.0
2002-10-27,301.99199,28.841989711534552,0.11161,0.0
2002-10-28,301.97525,28.82524963414733,0.11148,0.0
2002-10-29,301.99477,28.84477431629853,0.11129,0.0
2002-10-30,302.11497,28.964970005142163,0.11035,0.0
2002-10-31,302.21602,29.066020126874093,0.11134,0.0
2003-07-01,302.67211,29.52210601309088,0.11958,0.0
2003-07-02,302.6375,29.48749901642668,0.1247,0.0
2003-07-03,302.60921,29.45921014108677,0.11991,0.0
2003-07-04,302.55267,29.402674078258546,0.12112,0.0
2003-07-05,302.47614,29.3261384053705,0.12482,0.0
2003-07-06,302.41413,29.264134788238948,0.1238,0.0
2003-07-07,302.28545,29.13545185435322,0.13474,0.0
2003-07-08,302.29387,29.143869578599947,0.13329,0.0
2003-07-09,302.2868,29.13680389511154,0.12594,0.0
2003-07-10,302.22117,29.07116554902529,0.12242,0.0
2003-07-11,302.25295,29.102950258496264,0.11929,0.0
2003-07-12,302.27552,29.12552204620232,0.12203,0.0
2003-07-13,302.30591,29.155908173541945,0.12175,0.0
2003-07-14,302.26057,29.11056993279402,0.12923,0.0
2003-07-15,302.24907,29.0990699851742,0.12725,0.0
2003-07-16,302.27415,29.12414692493149,0.12502,0.0
2003-07-17,302.2665,29.116500448287866,0.12498,0.0
2003-07-18,302.20858,29.058580822828617,0.13089,0.0
2003-07-19,302.21816,29.068164777925347,0.12734,0.0
2003-07-20,302.23756,29.087558574479203,0.12185,0.0
2003-07-21,302.34542,29.195417233940304,0.12165,0.0
2003-07-22,302.38608,29.2360820642104,0.12435,0.0
2003-07-23,302.41178,29.261783337206168,0.12589,0.0
2003-07-24,302.33977,29.18976516486771,0.13344,0.0
2003-07-25,302.10429,28.95428532985437,0.13827,0.0
2003-07-26,302.07346,28.923462324891148,0.13481,0.0
2003-07-27,302.25419,29.10418572915745,0.12308,0.0
2003-07-28,302.27103,29.1210332803592,0.11932,0.0
2003-07-29,302.28238,29.132377430631948,0.12385,0.0
2003-07-30,302.42882,29.278817097625502,0.12613,0.0
2003-07-31,302.56027,29.410267628750265,0.12262,0.0
2003-08-01,302.57562,29.42561762567624,0.12001,0.0
2003-08-02,302.51498,29.36498281881711,0.12019,0.0
2003-08-03,302.42091,29.270913759409723,0.11954,0.0
2003-08-04,302.38216,29.232159880089966,0.12154,0.0
2003-08-05,302.3336,29.183597625750338,0.12108,0.0
2003-08-06,302.17397,29.02396748383603,0.12674,0.0
2003-08-07,302.00042,28.850415167698657,0.12494,0.0
2003-08-08,301.9817,28.83170338813472,0.12275,0.0
2003-08-09,301.91883,28.768831225477072,0.1327,0.0
2003-08-10,302.05213,28.902130583067503,0.1343,0.0
2003-08-11,302.07978,28.929784083200104,0.13707,0.0
2003-08-12,302.00615,28.856154804032087,0.13263,0.0
2003-08-13,301.95916,28.80916048099129,0.12325,0.0
2003-08-14,302.03199,28.881986721581825,0.12464,0.0
2003-08-15,302.15016,29.000164369341007,0.12265,0.0
2003-08-16,302.15077,29.00076895104172,0.12032,0.0
2003-08-17,302.12928,28.97927859969729,0.12115,0.0
2003-08-18,302.0022,28.85219695877793,0.1332,0.0
2003-08-19,301.97303,28.823031975244305,0.13167,0.0
2003-08-20,301.77985,28.629848029764617,0.14448,0.0
2003-08-21,301.73957,28.589565005341683,0.13045,0.0
2003-08-22,301.81209,28.66208582511217,0.1259,0.0
2003-08-23,301.91737,28.76737335839101,0.12853,0.0
2003-08-24,302.06936,28.91936329885164,0.12401,0.0
2003-08-25,302.11524,28.96523813809199,0.12016,0.0
2003-08-26,302.09178,28.941780673421302,0.1258,0.0
2003-08-27,301.96831,28.818314450629032,0.11948,0.0
2003-08-28,301.93567,28.785665054123967,0.11888,0.0
2003-08-29,301.75918,28.60917761697397,0.11955,0.0
2003-08-30,301.6955,28.54549991236587,0.12062,0.0
2003-08-31,301.69749,28.54749373180812,0.11901,0.0
2003-09-01,301.72805,28.578045740271136,0.11097,0.0
2003-09-02,301.72234,28.572336492327,0.11233,0.0
2003-09-03,301.65916,28.50916466940123,0.1137,0.0
2003-09-04,301.59281,28.442814968963148,0.11682,0.0
2003-09-05,301.57976,28.42976287447885,0.11393,0.0
2003-09-06,301.82923,28.679227498210707,0.11263,0.0
2003-09-07,301.93348,28.783479932170053,0.11191,0.0
2003-09-08,301.96291,28.81290754292604,0.11322,0.0
2003-09-09,302.01593,28.86593334917893,0.11204,0.0
2003-09-10,302.08873,28.93873006976702,0.11132,0.0
2003-09-11,302.07763,28.927634009173232,0.11203,0.0
2003-09-12,301.65769,28.507687263470416,0.11213,0.0
2003-09-13,301.62999,28.479991394829028,0.11274,0.0
2003-09-14,301.64077,28.490768803894184,0.1118,0.0
2003-09-15,301.64009,28.49009417476674,0.11051,0.0
2003-09-16,301.70879,28.55878510279961,0.1102,0.0
2003-09-17,301.73912,28.589124154880324,0.11288,0.0
2003-09-18,301.75911,28.60911484757264,0.11256,0.0
2003-09-19,301.78964,28.63963751895176,0.11358,0.0
2003-09-20,301.64233,28.492326284859985,0.11148,0.0
2003-09-21,301.65022,28.500223793806185,0.11148,0.0
2003-09-22,301.68591,28.53590880037348,0.11282,0.0
2003-09-23,301.76865,28.618649175926123,0.11385,0.0
2003-09-24,301.75795,28.60795394634249,0.11203,0.0
2003-09-25,301.78447,28.63446769595646,0.11167,0.0
2003-09-26,301.97818,28.828178104389565,0.11226,0.0
2003-09-27,302.00445,28.85444755362056,0.11345,0.0
2003-09-28,302.0618,28.91180255067588,0.11237,0.0
2003-09-29,301.8828,28.73279842137555,0.11525,0.0
2003-09-30,301.60325,28.4532452806198,0.1143,0.0
2003-10-01,301.65576,28.50576071781046,0.11316,0.0
2003-10-02,301.83115,28.68114509836608,0.11237,0.0
2003-10-03,301.85623,28.70622913041626,0.11159,0.0
2003-10-04,301.83787,28.687868433253986,0.11104,0.0
2003-10-05,301.79392,28.64391817415133,0.11252,0.0
2003-10-06,301.8101,28.6601035599723,0.11046,0.0
2003-10-07,301.80571,28.65571079973841,0.11187,0.0
2003-10-08,301.79512,28.64512305818738,0.11227,0.0
2003-10-09,301.79084,28.6408396918157,0.11423,0.0
2003-10-10,301.92131,28.77130647248231,0.11215,0.0
2003-10-11,301.87906,28.729060020948964,0.11196,0.0
2003-10-12,301.79004,28.64003563716728,0.11085,0.0
2003-10-13,301.64812,28.49812271304478,0.11228,0.0
2003-10-14,301.6122,28.46219812878872,0.1113,0.0
2003-10-15,301.67352,28.52352407093906,0.11182,0.0
2003-10-16,301.70847,28.55846529882774,0.11039,0.0
2003-10-17,301.73895,28.58894983329128,0.11336,0.0
2003-10-18,301.82004,28.67004469044668,0.11068,0.0
2003-10-19,301.87935,28.72935093558448,0.11079,0.0
2003-10-20,301.96908,28.8190766131936,0.1103,0.0
2003-10-21,302.05387,28.90387237187855,0.11084,0.0
2003-10-22,302.11994,28.96993874861068,0.11275,0.0
2003-10-23,302.15328,29.00327670156838,0.11113,0.0
2003-10-24,302.20048,29.050479301529435,0.1129,0.0
2003-10-25,302.21731,29.067307884756588,0.11286,0.0
2003-10-26,301.98987,28.83987200612904,0.11197,0.0
2003-10-27,301.96837,28.81836800547376,0.11188,0.0
2003-10-28,302.00596,28.85596048677803,0.11058,0.0
2003-10-29,302.05141,28.901411346942325,0.11104,0.0
2003-10-30,301.94364,28.79364351955496,0.11075,0.0
2003-10-31,301.89936,28.7493622885628,0.11158,0.0
2004-07-01,301.53347,28.38347413091259,0.12379,0.0
2004-07-02,301.37605,28.226045245173964,0.11997,0.0
2004-07-03,301.19602,28.04601558799237,0.12413,0.0
2004-07-04,301.26834,28.11834258814571,0.12388,0.0
2004-07-05,301.36459,28.21459467013318,0.12242,0.0
2004-07-06,301.41289,28.262886465943325,0.11874,0.0
2004-07-07,301.45565,28.305651918269348,0.12023,0.0
2004-07-08,301.52051,28.370510238019108,0.11946,0.0
2004-07-09,301.70622,28.556220974976952,0.12141,0.0
2004-07-10,301.79603,28.646031872409765,0.12128,0.0
2004-07-11,301.85961,28.709606606355635,0.11931,0.0
2004-07-12,301.79284,28.64283864495104,0.12508,0.0
2004-07-13,301.49465,28.344653971625235,0.13242,0.0
2004-07-14,301.58826,28.43826159120209,0.12069,0.0
2004-07-15,301.62755,28.47754845005062,0.12102,0.0
2004-07-16,301.57267,28.42267322737001,0.12251,0.0
2004-07-17,301.52491,28.37491132035717,0.12082,0.0
2004-07-18,301.52584,28.37583872851405,0.12051,0.0
2004-07-19,301.59585,28.445846463063106,0.11979,0.0
2004-07-20,301.62627,28.47626878173628,0.11923,0.0
2004-07-21,301.51213,28.36212844228453,0.12231,0.0
2004-07-22,301.43172,28.28172308945517,0.12457,0.0
2004-07-23,301.42975,28.27974772102317,0.12936,0.0
2004-07-24,301.36927,28.219274804644783,0.1196,0.0
2004-07-25,301.35871,28.20871172799144,0.1219,0.0
2004-07-26,301.34448,28.19447883627339,0.1189,0.0
2004-07-27,301.37313,28.22313146800002,0.12094,0.0
2004-07-28,301.39557,28.24556809817352,0.12064,0.0
2004-07-29,301.46527,28.315272527892603,0.12028,0.0
2004-07-30,301.52368,28.37368142793917,0.11887,0.0
2004-07-31,301.55527,28.40526796731461,0.12077,0.0
2004-08-01,301.54729,28.397291469134583,0.12128,0.0
2004-08-02,301.46813,28.318129080929737,0.12372,0.0
2004-08-03,301.28107,28.131067221592104,0.12536,0.0
2004-08-04,301.23528,28.0852752493941,0.1215,0.0
2004-08-05,301.27663,28.126627797905144,0.11866,0.0
2004-08-06,301.34842,28.1984211810788,0.12089,0.0
2004-08-07,301.41595,28.26595464640292,0.11979,0.0
2004-08-08,301.4935,28.34349521077872,0.12458,0.0
2004-08-09,301.6601,28.510104763122342,0.12607,0.0
2004-08-10,301.67154,28.521539653271304,0.12811,0.0
2004-08-11,301.57279,28.422792340335263,0.12939,0.0
2004-08-12,301.31448,28.16447611861088,0.12366,0.0
2004-08-13,301.26298,28.11297874053895,0.12213,0.0
2004-08-14,301.24316,28.0931616970006,0.1244,0.0
2004-08-15,301.23641,28.0864065605532,0.12105,0.0
2004-08-16,301.21255,28.062550292036235,0.12613,0.0
2004-08-17,301.0716,27.921600058741262,0.12489,0.0
2004-08-18,301.0255,27.875498823907947,0.1241,0.0
2004-08-19,301.03893,27.88893399963001,0.12071,0.0
2004-08-20,301.06241,27.912409951797883,0.12114,0.0
2004-08-21,301.01638,27.866384838756066,0.12509,0.0
2004-08-22,301.02158,27.871579517023804,0.12704,0.0
2004-08-23,301.23192,28.081921928764416,0.12805,0.0
2004-08-24,301.25167,28.101674085247566,0.12817,0.0
2004-08-25,301.25767,28.107667924730947,0.12846,0.0
2004-08-26,301.20947,28.05946917890708,0.13866,0.0
2004-08-27,300.89093,27.740931617949457,0.1286,0.0
2004-08-28,300.97878,27.8287826503028,0.12222,0.0
2004-08-29,301.0089,27.85890225121,0.12458,0.0
2004-08-30,300.98027,27.830270507212504,0.12173,0.0
2004-08-31,301.14072,27.9907225305472,0.12169,0.0
2004-09-01,301.10979,27.959789308091388,0.1192,0.0
2004-09-02,301.13156,27.981562514827544,0.12033,0.0
2004-09-03,301.14384,27.99384182820569,0.11598,0.0
2004-09-04,301.11506,27.965061299313906,0.11414,0.0
2004-09-05,301.10039,27.9503944600429,0.1147,0.0
2004-09-06,300.9205,27.770495079627267,0.11356,0.0
2004-09-07,301.08496,27.93496248769401,0.11139,0.0
2004-09-08,301.1135,27.963499470950865,0.11087,0.0
2004-09-09,301.15061,28.00061301694302,0.11138,0.0
2004-09-10,301.21133,28.06132754075105,0.11226,0.0
2004-09-11,301.34902,28.19901719762413,0.11168,0.0
2004-09-12,301.4658,28.31580350135482,0.11116,0.0
2004-09-13,301.54397,28.393970709832047,0.11143,0.0
2004-09-14,301.56697,28.416965256925096,0.1113,0.0
2004-09-15,301.53018,28.380176034515102,0.11277,0.0
2004-09-16,301.41183,28.26182675314493,0.11568,0.0
2004-09-17,301.29477,28.14476875672159,0.1194,0.0
2004-09-18,301.28163,28.13163168213368,0.11659,0.0
2004-09-19,301.33897,28.188970683755315,0.11394,0.0
2004-09-20,301.28132,28.1313182357896,0.11847,0.0
2004-09-21,301.05306,27.90305898098308,0.11562,0.0
2004-09-22,300.99411,27.84410522949554,0.11331,0.0
2004-09-23,301.06363,27.913630450773496,0.11211,0.0
2004-09-24,301.14403,27.994030173270342,0.11273,0.0
2004-09-25,301.17042,28.02041548039961,0.11306,0.0
2004-09-26,301.20608,28.056080083008737,0.11732,0.0
2004-09-27,301.30113,28.15113455517985,0.11135,0.0
2004-09-28,301.41312,28.2631243655448,0.11159,0.0
2004-09-29,301.5697,28.41970432488245,0.11091,0.0
2004-09-30,301.74949,28.59948809486599,0.11142,0.0
2004-10-01,301.88209,28.732088078856805,0.11184,0.0
2004-10-02,301.74983,28.599833421258325,0.11286,0.0
2004-10-03,301.48875,28.33874743734929,0.11172,0.0
2004-10-04,301.32814,28.178136938481884,0.11132,0.0
2004-10-05,301.3632,28.21320303728584,0.11242,0.0
2004-10-06,301.55799,28.407986510369824,0.11058,0.0
2004-10-07,301.7293,28.57930288607514,0.11098,0.0
2004-10-08,301.84053,28.690532746899805,0.11046,0.0
2004-10-09,301.81489,28.664893745149698,0.11042,0.0
2004-10-10,301.75969,28.60969251603393,0.11014,0.0
2004-10-11,301.80167,28.65167021050564,0.11025,0.0
2004-10-12,301.91061,28.76061198388232,0.11079,0.0
2004-10-13,301.96037,28.81036838090182,0.11063,0.0
2004-10-14,302.00669,28.85669480993209,0.11261,0.0
2004-10-15,301.97789,28.82788665328649,0.11135,0.0
2004-10-16,301.87547,28.72547443313715,0.11266,0.0
2004-10-17,301.63851,28.48850569511808,0.11196,0.0
2004-10-18,301.62035,28.470353137403208,0.11526,0.0
2004-10-19,301.55225,28.402251016181825,0.11799,0.0
2004-10-20,301.44473,28.294725548505085,0.11547,0.0
2004-10-21,301.47817,28.32817042439705,0.12316,0.0
2004-10-22,301.61112,28.46112270882719,0.12119,0.0
2004-10-23,301.87633,28.726328973113084,0.11335,0.0
2004-10-24,301.95523,28.80523006241276,0.11143,0.0
2004-10-25,302.01142,28.861422643152537,0.11271,0.0
2004-10-26,301.95984,28.809837067048534,0.11502,0.0
2004-10-27,301.88165,28.73164655689959,0.11229,0.0
2004-10-28,301.84018,28.690177824453144,0.1175,0.0
2004-10-29,301.82159,28.67158810315408,0.11511,0.0
2004-10-30,301.81984,28.669842778181987,0.11437,0.0
2004-10-31,301.75918,28.609177304114667,0.11129,0.0
2005-07-01,301.7681,28.61809825727289,0.12359,0.0
2005-07-02,301.7897,28.639695535840588,0.12215,0.0
2005-07-03,301.78964,28.639638834510663,0.12318,0.0
2005-07-04,301.76016,28.61016202285828,0.12476,0.0
2005-07-05,301.71252,28.562516497487707,0.12854,0.0
2005-07-06,301.63282,28.482822150122445,0.13276,0.0
2005-07-07,301.6332,28.483196835774493,0.12439,0.0
2005-07-08,301.58354,28.43353660708129,0.1343,0.0
2005-07-09,301.38521,28.23521233977613,0.13614,0.0
2005-07-10,301.27041,28.120409594252123,0.13471,0.0
2005-07-11,301.29669,28.146693558109348,0.13403,0.0
2005-07-12,301.34186,28.191863274691286,0.12941,0.0
2005-07-13,301.3372,28.18720059096438,0.13442,0.0
2005-07-14,301.2651,28.11510445987789,0.13448,0.0
2005-07-15,301.29332,28.1433168378706,0.12877,0.0
2005-07-16,301.38031,28.230310481094023,0.12985,0.0
2005-07-17,301.45765,28.3076495270505,0.12883,0.0
2005-07-18,301.73911,28.58910952286965,0.12883,0.0
2005-07-19,301.8618,28.7118007395614,0.12644,0.0
2005-07-20,301.92879,28.778789906535,0.12178,0.0
2005-07-21,301.93043,28.78043373152844,0.126,0.0
2005-07-22,301.83818,28.68817824900384,0.12453,0.0
2005-07-23,301.68349,28.53348571698712,0.1214,0.0
2005-07-24,301.46527,28.315273227100818,0.11837,0.0
2005-07-25,301.37624,28.22624154311825,0.12015,0.0
2005-07-26,301.32115,28.171146467214555,0.11949,0.0
2005-07-27,301.21142,28.06141873988304,0.11997,0.0
2005-07-28,301.06757,27.917574237657902,0.1215,0.0
2005-07-29,301.09002,27.940020053580383,0.12725,0.0
2005-07-30,301.1061,27.95610040885674,0.12797,0.0
2005-07-31,301.05908,27.90908357243893,0.12513,0.0
2005-08-01,301.0921,27.94210029762047,0.12362,0.0
2005-08-02,301.13883,27.988827240172498,0.12317,0.0
2005-08-03,301.15806,28.00806273869728,0.11948,0.0
2005-08-04,301.19316,28.043162880186856,0.11889,0.0
2005-08-05,301.22592,28.07592446179893,0.1225,0.0
2005-08-06,301.2157,28.06569923080616,0.12378,0.0
2005-08-07,301.25661,28.10661191536775,0.12424,0.0
2005-08-08,301.29374,28.14373734653907,0.12714,0.0
2005-08-09,301.18243,28.03243058350228,0.13811,0.0
2005-08-10,301.32666,28.176655396112835,0.12024,0.0
2005-08-11,301.32765,28.177651946415324,0.12966,0.0
2005-08-12,301.32435,28.174351373404534,0.12231,0.0
2005-08-13,301.2562,28.106201953740367,0.12328,0.0
2005-08-14,301.24029,28.090286734613017,0.12586,0.0
2005-08-15,301.29641,28.146408310896334,0.12279,0.0
2005-08-16,301.36588,28.21588140429901,0.12815,0.0
2005-08-17,301.36432,28.214321013067035,0.12691,0.0
2005-08-18,301.40703,28.25702571951979,0.12631,0.0
2005-08-19,301.43426,28.28425665159949,0.12851,0.0
2005-08-20,301.3971,28.24710096754768,0.13222,0.0
2005-08-21,301.51964,28.369638398478287,0.12662,0.0
2005-08-22,301.77353,28.62352689327338,0.12149,0.0
2005-08-23,301.79474,28.64473574180903,0.12246,0.0
2005-08-24,301.66014,28.510142920279463,0.11829,0.0
2005-08-25,301.57412,28.42411864146999,0.12694,0.0
2005-08-26,301.53841,28.388406101304383,0.12454,0.0
2005-08-27,301.52769,28.377688456666988,0.12732,0.0
2005-08-28,301.47476,28.32476033340976,0.12492,0.0
2005-08-29,301.27065,28.12065493654888,0.14483,0.0
2005-08-30,301.09211,27.942112873024257,0.15178,0.0
2005-08-31,301.12955,27.979545470215555,0.12028,0.0
2005-09-01,301.11168,27.961678091198223,0.11628,0.0
2005-09-02,301.09237,27.942366619562904,0.11269,0.0
2005-09-03,301.09219,27.94219285839301,0.1155,0.0
2005-09-04,301.18901,28.03900586807066,0.11607,0.0
2005-09-05,301.27329,28.123294568602432,0.11413,0.0
2005-09-06,301.29339,28.14338624101441,0.11564,0.0
2005-09-07,301.35805,28.208052936865727,0.11083,0.0
2005-09-08,301.44872,28.298719731650976,0.11014,0.0
2005-09-09,301.45171,28.30171126603227,0.11056,0.0
2005-09-10,301.46198,28.31197613400764,0.11106,0.0
2005-09-11,301.60565,28.455649523839668,0.11175,0.0
2005-09-12,301.78374,28.63373920363693,0.11035,0.0
2005-09-13,301.84998,28.699978785371684,0.11277,0.0
2005-09-14,301.93268,28.782679986488688,0.11093,0.0
2005-09-15,301.88118,28.731180657546474,0.11181,0.0
2005-09-16,301.79363,28.643628268739462,0.11181,0.0
2005-09-17,301.76139,28.61138751663776,0.11086,0.0
2005-09-18,301.72418,28.57417959982547,0.11135,0.0
2005-09-19,301.71709,28.56709462296897,0.11077,0.0
2005-09-20,301.67064,28.5206416952708,0.11109,0.0
2005-09-21,301.69056,28.54056395573344,0.11077,0.0
2005-09-22,301.79938,28.64937796373312,0.11256,0.0
2005-09-23,301.97386,28.823864693328005,0.11036,0.0
2005-09-24,302.0797,28.929704414893763,0.11111,0.0
2005-09-25,302.06625,28.916249629125105,0.11124,0.0
2005-09-26,302.06656,28.916560429145136,0.11168,0.0
2005-09-27,302.0748,28.92479813760974,0.11158,0.0
2005-09-28,301.98158,28.83158067908488,0.11388,0.0
2005-09-29,301.75241,28.60241137713524,0.11558,0.0
2005-09-30,301.8905,28.740495848586875,0.11084,0.0
2005-10-01,301.94805,28.798046632510307,0.11239,0.0
2005-10-02,301.93878,28.78878183457863,0.11151,0.0
2005-10-03,301.98807,28.838071875466937,0.11357,0.0
2005-10-04,301.91779,28.76779431482157,0.11067,0.0
2005-10-05,301.92117,28.771168127900467,0.11187,0.0
2005-10-06,301.81241,28.662405017584263,0.11664,0.0
2005-10-07,301.83106,28.681057626408744,0.11273,0.0
2005-10-08,301.86174,28.71173699626371,0.11406,0.0
2005-10-09,301.8613,28.71130076474026,0.11542,0.0
2005-10-10,301.58784,28.43783657309558,0.11985,0.0
2005-10-11,301.48089,28.330891486334963,0.11347,0.0
2005-10-12,301.54971,28.399712536675903,0.11061,0.0
2005-10-13,301.59461,28.44461224741304,0.11109,0.0
2005-10-14,301.73797,28.5879660979366,0.11139,0.0
2005-10-15,301.87686,28.72686039939316,0.11159,0.0
2005-10-16,301.8963,28.746303483882286,0.11056,0.0
2005-10-17,301.9398,28.78979849952725,0.11355,0.0
2005-10-18,301.96664,28.81663936714768,0.11562,0.0
